                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1011      0.0446       0.650       4.553       5.407              
         2.5        0.02      0.0551      0.0998      0.0436       0.636       4.455       5.341              
         4.9        0.05      0.1108      0.0984      0.0427       0.624       4.368       5.264              
         7.4        0.07      0.1663      0.0968      0.0420       0.613       4.295       5.178              
         9.9        0.10      0.2210      0.0950      0.0414       0.604       4.230       5.082              
        12.3        0.12      0.2744      0.0930      0.0408       0.596       4.171       4.978              
        14.8        0.14      0.3262      0.0909      0.0403       0.588       4.114       4.863              
        17.2        0.17      0.3761      0.0886      0.0397       0.579       4.056       4.739              
        19.7        0.19      0.4240      0.0861      0.0391       0.571       3.996       4.605              
        22.2        0.22      0.4693      0.0834      0.0385       0.562       3.934       4.461              
        24.6        0.24      0.5120      0.0805      0.0379       0.552       3.869       4.307              
        27.1        0.26      0.5518      0.0774      0.0372       0.542       3.798       4.143              
        29.6        0.29      0.5885      0.0742      0.0364       0.531       3.722       3.969              
        32.0        0.31      0.6221      0.0707      0.0356       0.519       3.637       3.785              
        34.5        0.34      0.6526      0.0671      0.0347       0.506       3.543       3.591              
        36.9        0.36      0.6797      0.0633      0.0336       0.491       3.438       3.387              
        39.4        0.39      0.7039      0.0594      0.0325       0.474       3.321       3.177              
        41.9        0.41      0.7257      0.0554      0.0312       0.456       3.192       2.962              
        44.3        0.43      0.7452      0.0513      0.0298       0.435       3.047       2.743              
        46.8        0.46      0.7621      0.0470      0.0282       0.412       2.886       2.517              
        49.3        0.48      0.7748      0.0427      0.0266       0.388       2.715       2.287              
        51.7        0.51      0.7843      0.0383      0.0247       0.361       2.526       2.052              
        54.2        0.53      0.7904      0.0338      0.0227       0.331       2.318       1.811              
        56.6        0.55      0.7928      0.0293      0.0204       0.298       2.089       1.566              
        59.1        0.58      0.7872      0.0246      0.0180       0.263       1.844       1.315              
        61.6        0.60      0.7695      0.0198      0.0155       0.226       1.583       1.060              
        64.0        0.63      0.7340      0.0150      0.0128       0.186       1.304       0.801              
        66.5        0.65      0.6633      0.0100      0.0098       0.144       1.005       0.537              
        69.0        0.67      0.4956      0.0050      0.0068       0.100       0.700       0.269              
        71.4        0.70     -0.0075      0.0000      0.0040       0.058       0.407      -0.002              
                                                                                                              
                                                                                                              
                                                                                                              
