                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0794      0.0311       0.008       0.504       0.405              
         0.5        0.03      0.0655      0.0792      0.0316       0.008       0.513       0.404              
         1.0        0.05      0.1284      0.0789      0.0321       0.008       0.521       0.402              
         1.5        0.08      0.1886      0.0785      0.0326       0.008       0.529       0.400              
         2.0        0.10      0.2461      0.0779      0.0331       0.009       0.537       0.397              
         2.5        0.13      0.3008      0.0772      0.0336       0.009       0.544       0.394              
         3.0        0.16      0.3526      0.0764      0.0340       0.009       0.551       0.389              
         3.5        0.18      0.4016      0.0753      0.0343       0.009       0.556       0.384              
         4.0        0.21      0.4476      0.0740      0.0345       0.009       0.561       0.377              
         4.5        0.24      0.4907      0.0724      0.0347       0.009       0.563       0.369              
         5.0        0.26      0.5307      0.0705      0.0347       0.009       0.564       0.360              
         5.4        0.29      0.5675      0.0684      0.0346       0.009       0.562       0.349              
         5.9        0.31      0.6010      0.0657      0.0343       0.009       0.556       0.335              
         6.4        0.34      0.6310      0.0624      0.0336       0.009       0.545       0.318              
         6.9        0.37      0.6568      0.0591      0.0329       0.008       0.534       0.301              
         7.4        0.39      0.6791      0.0557      0.0322       0.008       0.522       0.284              
         7.9        0.42      0.6975      0.0522      0.0313       0.008       0.508       0.266              
         8.4        0.44      0.7124      0.0487      0.0304       0.008       0.493       0.248              
         8.9        0.47      0.7239      0.0451      0.0293       0.008       0.475       0.230              
         9.4        0.50      0.7325      0.0414      0.0280       0.007       0.455       0.211              
         9.9        0.52      0.7383      0.0376      0.0266       0.007       0.432       0.192              
        10.4        0.55      0.7420      0.0337      0.0249       0.006       0.404       0.172              
        10.9        0.58      0.7433      0.0297      0.0230       0.006       0.373       0.151              
        11.4        0.60      0.7408      0.0257      0.0208       0.005       0.338       0.131              
        11.9        0.63      0.7337      0.0215      0.0184       0.005       0.299       0.110              
        12.4        0.65      0.7167      0.0173      0.0158       0.004       0.256       0.088              
        12.9        0.68      0.6770      0.0131      0.0131       0.003       0.213       0.067              
        13.4        0.71      0.5947      0.0087      0.0104       0.003       0.168       0.045              
        13.9        0.73      0.4207      0.0044      0.0076       0.002       0.123       0.022              
        14.4        0.76     -0.0042      0.0000      0.0049       0.001       0.080       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
